交易日期,ETF代码,收盘价
2014-04-16,510300.SH,1.865
2014-04-17,510300.SH,1.861
2014-04-18,510300.SH,1.858
2014-04-21,510300.SH,1.825
2014-04-22,510300.SH,1.837
2014-04-23,510300.SH,1.832
2014-04-24,510300.SH,1.835
2014-04-25,510300.SH,1.813
2014-04-28,510300.SH,1.788
2014-04-29,510300.SH,1.804
2014-04-30,510300.SH,1.803
2014-05-05,510300.SH,1.804
2014-05-06,510300.SH,1.801
2014-05-07,510300.SH,1.789
2014-05-08,510300.SH,1.786
2014-05-09,510300.SH,1.785
2014-05-12,510300.SH,1.821
2014-05-13,510300.SH,1.816
2014-05-14,510300.SH,1.816
2014-05-15,510300.SH,1.796
2014-05-16,510300.SH,1.795
2014-05-19,510300.SH,1.771
2014-05-20,510300.SH,1.769
2014-05-21,510300.SH,1.786
2014-05-22,510300.SH,1.781
2014-05-23,510300.SH,1.801
2014-05-26,510300.SH,1.807
2014-05-27,510300.SH,1.801
2014-05-28,510300.SH,1.82
2014-05-29,510300.SH,1.809
2014-05-30,510300.SH,1.807
2014-06-03,510300.SH,1.801
2014-06-04,510300.SH,1.785
2014-06-05,510300.SH,1.806
2014-06-06,510300.SH,1.791
2014-06-09,510300.SH,1.789
2014-06-10,510300.SH,1.814
2014-06-11,510300.SH,1.81
2014-06-12,510300.SH,1.809
2014-06-13,510300.SH,1.829
2014-06-16,510300.SH,1.84
2014-06-17,510300.SH,1.825
2014-06-18,510300.SH,1.817
2014-06-19,510300.SH,1.791
2014-06-20,510300.SH,1.798
2014-06-23,510300.SH,1.795
2014-06-24,510300.SH,1.81
2014-06-25,510300.SH,1.804
2014-06-26,510300.SH,1.813
2014-06-27,510300.SH,1.816
2014-06-30,510300.SH,1.828
2014-07-01,510300.SH,1.829
2014-07-02,510300.SH,1.837
2014-07-03,510300.SH,1.844
2014-07-04,510300.SH,1.844
2014-07-07,510300.SH,1.842
2014-07-08,510300.SH,1.845
2014-07-09,510300.SH,1.821
2014-07-10,510300.SH,1.82
2014-07-11,510300.SH,1.825
2014-07-14,510300.SH,1.85
2014-07-15,510300.SH,1.847
2014-07-16,510300.SH,1.846
2014-07-17,510300.SH,1.839
2014-07-18,510300.SH,1.848
2014-07-21,510300.SH,1.847
2014-07-22,510300.SH,1.869
2014-07-23,510300.SH,1.872
2014-07-24,510300.SH,1.913
2014-07-25,510300.SH,1.934
2014-07-28,510300.SH,1.986
2014-07-29,510300.SH,1.991
2014-07-30,510300.SH,1.985
2014-07-31,510300.SH,2.012
2014-08-01,510300.SH,1.987
2014-08-04,510300.SH,2.03
2014-08-05,510300.SH,2.024
2014-08-06,510300.SH,2.012
2014-08-07,510300.SH,1.99
2014-08-08,510300.SH,1.991
2014-08-11,510300.SH,2.018
2014-08-12,510300.SH,2.01
2014-08-13,510300.SH,2.016
2014-08-14,510300.SH,1.991
2014-08-15,510300.SH,2.017
2014-08-18,510300.SH,2.023
2014-08-19,510300.SH,2.025
2014-08-20,510300.SH,2.017
2014-08-21,510300.SH,2.01
2014-08-22,510300.SH,2.02
2014-08-25,510300.SH,2.002
2014-08-26,510300.SH,1.99
2014-08-27,510300.SH,1.989
2014-08-28,510300.SH,1.98
2014-08-29,510300.SH,1.999
2014-09-01,510300.SH,2.008
2014-09-02,510300.SH,2.038
2014-09-03,510300.SH,2.058
2014-09-04,510300.SH,2.077
2014-09-05,510300.SH,2.097
2014-09-09,510300.SH,2.092
2014-09-10,510300.SH,2.079
2014-09-11,510300.SH,2.067
2014-09-12,510300.SH,2.084
2014-09-15,510300.SH,2.078
2014-09-16,510300.SH,2.042
2014-09-17,510300.SH,2.049
2014-09-18,510300.SH,2.057
2014-09-19,510300.SH,2.074
2014-09-22,510300.SH,2.03
2014-09-23,510300.SH,2.051
2014-09-24,510300.SH,2.09
2014-09-25,510300.SH,2.08
2014-09-26,510300.SH,2.08
2014-09-29,510300.SH,2.09
2014-09-30,510300.SH,2.09
2014-10-08,510300.SH,2.112
2014-10-09,510300.SH,2.113
2014-10-10,510300.SH,2.103
2014-10-13,510300.SH,2.091
2014-10-14,510300.SH,2.084
2014-10-15,510300.SH,2.097
2014-10-16,510300.SH,2.09
2014-10-17,510300.SH,2.08
2014-10-20,510300.SH,2.09
2014-10-21,510300.SH,2.076
2014-10-22,510300.SH,2.064
2014-10-23,510300.SH,2.043
2014-10-24,510300.SH,2.041
2014-10-27,510300.SH,2.022
2014-10-28,510300.SH,2.062
2014-10-29,510300.SH,2.088
2014-10-30,510300.SH,2.101
2014-10-31,510300.SH,2.142
2014-11-03,510300.SH,2.138
2014-11-04,510300.SH,2.137
2014-11-05,510300.SH,2.134
2014-11-06,510300.SH,2.135
2014-11-07,510300.SH,2.131
2014-11-10,510300.SH,2.19
2014-11-11,510300.SH,2.176
2014-11-12,510300.SH,2.208
2014-11-13,510300.SH,2.195
2014-11-14,510300.SH,2.198
2014-11-17,510300.SH,2.189
2014-11-18,510300.SH,2.165
2014-11-19,510300.SH,2.158
2014-11-20,510300.SH,2.162
2014-11-21,510300.SH,2.203
2014-11-24,510300.SH,2.266
2014-11-25,510300.SH,2.289
2014-11-26,510300.SH,2.314
2014-11-27,510300.SH,2.335
2014-11-28,510300.SH,2.391
2014-12-01,510300.SH,2.393
2014-12-02,510300.SH,2.488
2014-12-03,510300.SH,2.515
2014-12-04,510300.SH,2.668
2014-12-05,510300.SH,2.652
2014-12-08,510300.SH,2.779
2014-12-09,510300.SH,2.626
2014-12-10,510300.SH,2.72
2014-12-11,510300.SH,2.691
2014-12-12,510300.SH,2.699
2014-12-15,510300.SH,2.731
2014-12-16,510300.SH,2.794
2014-12-17,510300.SH,2.842
2014-12-18,510300.SH,2.839
2014-12-19,510300.SH,2.881
2014-12-22,510300.SH,2.861
2014-12-23,510300.SH,2.803
2014-12-24,510300.SH,2.725
2014-12-25,510300.SH,2.824
2014-12-26,510300.SH,2.934
2014-12-29,510300.SH,2.919
2014-12-30,510300.SH,2.919
2014-12-31,510300.SH,2.998
2015-01-05,510300.SH,3.094
2015-01-06,510300.SH,3.073
2015-01-07,510300.SH,3.072
2015-01-08,510300.SH,3.005
2015-01-09,510300.SH,2.983
2015-01-12,510300.SH,2.974
2015-01-13,510300.SH,2.968
2015-01-14,510300.SH,2.961
2015-01-15,510300.SH,3.045
2015-01-16,510300.SH,3.072
2015-01-19,510300.SH,2.765
2015-01-20,510300.SH,2.87
2015-01-21,510300.SH,3.001
2015-01-22,510300.SH,3.007
2015-01-23,510300.SH,3.021
2015-01-26,510300.SH,3.05
2015-01-27,510300.SH,3.019
2015-01-28,510300.SH,2.971
2015-01-29,510300.SH,2.939
2015-01-30,510300.SH,2.903
2015-02-02,510300.SH,2.838
2015-02-03,510300.SH,2.905
2015-02-04,510300.SH,2.872
2015-02-05,510300.SH,2.838
2015-02-06,510300.SH,2.795
2015-02-09,510300.SH,2.827
2015-02-10,510300.SH,2.884
2015-02-11,510300.SH,2.903
2015-02-12,510300.SH,2.915
2015-02-13,510300.SH,2.934
2015-02-16,510300.SH,2.958
2015-02-17,510300.SH,2.984
2015-02-25,510300.SH,2.939
2015-02-26,510300.SH,3.026
2015-02-27,510300.SH,3.02
2015-03-02,510300.SH,3.044
2015-03-03,510300.SH,2.961
2015-03-04,510300.SH,2.985
2015-03-05,510300.SH,2.96
2015-03-06,510300.SH,2.941
2015-03-09,510300.SH,2.999
2015-03-10,510300.SH,2.978
2015-03-11,510300.SH,2.982
2015-03-12,510300.SH,3.036
2015-03-13,510300.SH,3.053
2015-03-16,510300.SH,3.129
2015-03-17,510300.SH,3.169
2015-03-18,510300.SH,3.253
2015-03-19,510300.SH,3.236
2015-03-20,510300.SH,3.281
2015-03-23,510300.SH,3.348
2015-03-24,510300.SH,3.344
2015-03-25,510300.SH,3.324
2015-03-26,510300.SH,3.326
2015-03-27,510300.SH,3.352
2015-03-30,510300.SH,3.459
2015-03-31,510300.SH,3.421
2015-04-01,510300.SH,3.477
2015-04-02,510300.SH,3.472
2015-04-03,510300.SH,3.528
2015-04-07,510300.SH,3.59
2015-04-08,510300.SH,3.618
2015-04-09,510300.SH,3.592
2015-04-10,510300.SH,3.676
2015-04-13,510300.SH,3.737
2015-04-14,510300.SH,3.739
2015-04-15,510300.SH,3.707
2015-04-16,510300.SH,3.829
2015-04-17,510300.SH,3.895
2015-04-20,510300.SH,3.81
2015-04-21,510300.SH,3.891
2015-04-22,510300.SH,3.997
2015-04-23,510300.SH,3.993
2015-04-24,510300.SH,3.978
2015-04-27,510300.SH,4.06
2015-04-28,510300.SH,4.008
2015-04-29,510300.SH,4.03
2015-04-30,510300.SH,4.021
2015-05-04,510300.SH,4.043
2015-05-05,510300.SH,3.89
2015-05-06,510300.SH,3.849
2015-05-07,510300.SH,3.782
2015-05-08,510300.SH,3.841
2015-05-11,510300.SH,3.967
2015-05-12,510300.SH,4.013
2015-05-13,510300.SH,3.976
2015-05-14,510300.SH,3.966
2015-05-15,510300.SH,3.893
2015-05-18,510300.SH,3.864
2015-05-19,510300.SH,3.998
2015-05-20,510300.SH,4.016
2015-05-21,510300.SH,4.099
2015-05-22,510300.SH,4.187
2015-05-25,510300.SH,4.319
2015-05-26,510300.SH,4.383
2015-05-27,510300.SH,4.383
2015-05-28,510300.SH,4.086
2015-05-29,510300.SH,4.088
2015-06-01,510300.SH,4.302
2015-06-02,510300.SH,4.375
2015-06-03,510300.SH,4.339
2015-06-04,510300.SH,4.388
2015-06-05,510300.SH,4.395
2015-06-08,510300.SH,4.503
2015-06-09,510300.SH,4.466
2015-06-10,510300.SH,4.462
2015-06-11,510300.SH,4.463
2015-06-12,510300.SH,4.496
2015-06-15,510300.SH,4.388
2015-06-16,510300.SH,4.273
2015-06-17,510300.SH,4.336
2015-06-18,510300.SH,4.166
2015-06-19,510300.SH,3.906
2015-06-23,510300.SH,4.044
2015-06-24,510300.SH,4.133
2015-06-25,510300.SH,3.985
2015-06-26,510300.SH,3.688
2015-06-29,510300.SH,3.549
2015-06-30,510300.SH,3.805
2015-07-01,510300.SH,3.562
2015-07-02,510300.SH,3.486
2015-07-03,510300.SH,3.326
2015-07-06,510300.SH,3.416
2015-07-07,510300.SH,3.265
2015-07-08,510300.SH,2.939
2015-07-09,510300.SH,3.232
2015-07-10,510300.SH,3.555
2015-07-13,510300.SH,3.593
2015-07-14,510300.SH,3.525
2015-07-15,510300.SH,3.348
2015-07-16,510300.SH,3.425
2015-07-17,510300.SH,3.564
2015-07-20,510300.SH,3.554
2015-07-21,510300.SH,3.576
2015-07-22,510300.SH,3.559
2015-07-23,510300.SH,3.656
2015-07-24,510300.SH,3.579
2015-07-27,510300.SH,3.227
2015-07-28,510300.SH,3.264
2015-07-29,510300.SH,3.384
2015-07-30,510300.SH,3.268
2015-07-31,510300.SH,3.268
2015-08-03,510300.SH,3.269
2015-08-04,510300.SH,3.399
2015-08-05,510300.SH,3.323
2015-08-06,510300.SH,3.287
2015-08-07,510300.SH,3.354
2015-08-10,510300.SH,3.52
2015-08-11,510300.SH,3.478
2015-08-12,510300.SH,3.443
2015-08-13,510300.SH,3.489
2015-08-14,510300.SH,3.481
2015-08-17,510300.SH,3.487
2015-08-18,510300.SH,3.248
2015-08-19,510300.SH,3.322
2015-08-20,510300.SH,3.237
2015-08-21,510300.SH,3.076
2015-08-24,510300.SH,2.769
2015-08-25,510300.SH,2.531
2015-08-26,510300.SH,2.603
2015-08-27,510300.SH,2.764
2015-08-28,510300.SH,2.887
2015-08-31,510300.SH,2.881
2015-09-01,510300.SH,2.87
2015-09-02,510300.SH,2.861
2015-09-07,510300.SH,2.791
2015-09-08,510300.SH,2.867
2015-09-09,510300.SH,2.921
2015-09-10,510300.SH,2.869
2015-09-11,510300.SH,2.875
2015-09-14,510300.SH,2.774
2015-09-15,510300.SH,2.693
2015-09-16,510300.SH,2.839
2015-09-17,510300.SH,2.783
2015-09-18,510300.SH,2.783
2015-09-21,510300.SH,2.833
2015-09-22,510300.SH,2.855
2015-09-23,510300.SH,2.789
2015-09-24,510300.SH,2.813
2015-09-25,510300.SH,2.752
2015-09-28,510300.SH,2.768
2015-09-29,510300.SH,2.715
2015-09-30,510300.SH,2.733
2015-10-08,510300.SH,2.832
2015-10-09,510300.SH,2.867
2015-10-12,510300.SH,2.987
2015-10-13,510300.SH,2.966
2015-10-14,510300.SH,2.934
2015-10-15,510300.SH,3.009
2015-10-16,510300.SH,3.051
2015-10-19,510300.SH,3.046
2015-10-20,510300.SH,3.085
2015-10-21,510300.SH,2.993
2015-10-22,510300.SH,3.031
2015-10-23,510300.SH,3.085
2015-10-26,510300.SH,3.09
2015-10-27,510300.SH,3.091
2015-10-28,510300.SH,3.037
2015-10-29,510300.SH,3.041
2015-10-30,510300.SH,3.042
2015-11-02,510300.SH,2.991
2015-11-03,510300.SH,2.968
2015-11-04,510300.SH,3.147
2015-11-05,510300.SH,3.197
2015-11-06,510300.SH,3.273
2015-11-09,510300.SH,3.307
2015-11-10,510300.SH,3.298
2015-11-11,510300.SH,3.293
2015-11-12,510300.SH,3.259
2015-11-13,510300.SH,3.228
2015-11-16,510300.SH,3.247
2015-11-17,510300.SH,3.235
2015-11-18,510300.SH,3.207
2015-11-19,510300.SH,3.255
2015-11-20,510300.SH,3.246
2015-11-23,510300.SH,3.23
2015-11-24,510300.SH,3.232
2015-11-25,510300.SH,3.252
2015-11-26,510300.SH,3.236
2015-11-27,510300.SH,3.062
2015-11-30,510300.SH,3.063
2015-12-01,510300.SH,3.086
2015-12-02,510300.SH,3.219
2015-12-03,510300.SH,3.225
2015-12-04,510300.SH,3.164
2015-12-07,510300.SH,3.169
2015-12-08,510300.SH,3.124
2015-12-09,510300.SH,3.128
2015-12-10,510300.SH,3.122
2015-12-11,510300.SH,3.107
2015-12-14,510300.SH,3.202
2015-12-15,510300.SH,3.171
2015-12-16,510300.SH,3.172
2015-12-17,510300.SH,3.231
2015-12-18,510300.SH,3.243
2015-12-21,510300.SH,3.328
2015-12-22,510300.SH,3.332
2015-12-23,510300.SH,3.328
2015-12-24,510300.SH,3.288
2015-12-25,510300.SH,3.305
2015-12-28,510300.SH,3.206
2015-12-29,510300.SH,3.236
2015-12-30,510300.SH,3.235
2015-12-31,510300.SH,3.206
2016-01-04,510300.SH,3.0
2016-01-05,510300.SH,2.993
2016-01-06,510300.SH,3.04
2016-01-07,510300.SH,2.956
2016-01-08,510300.SH,2.892
2016-01-11,510300.SH,2.743
2016-01-12,510300.SH,2.763
2016-01-13,510300.SH,2.725
2016-01-14,510300.SH,2.771
2016-01-15,510300.SH,2.689
2016-01-18,510300.SH,2.691
2016-01-19,510300.SH,2.768
2016-01-20,510300.SH,2.73
2016-01-21,510300.SH,2.652
2016-01-22,510300.SH,2.678
2016-01-25,510300.SH,2.688
2016-01-26,510300.SH,2.536
2016-01-27,510300.SH,2.509
2016-01-28,510300.SH,2.455
2016-01-29,510300.SH,2.524
2016-02-01,510300.SH,2.497
2016-02-02,510300.SH,2.55
2016-02-03,510300.SH,2.538
2016-02-04,510300.SH,2.572
2016-02-05,510300.SH,2.542
2016-02-15,510300.SH,2.532
2016-02-16,510300.SH,2.604
2016-02-17,510300.SH,2.63
2016-02-18,510300.SH,2.627
2016-02-19,510300.SH,2.62
2016-02-22,510300.SH,2.674
2016-02-23,510300.SH,2.654
2016-02-24,510300.SH,2.673
2016-02-25,510300.SH,2.503
2016-02-26,510300.SH,2.527
2016-02-29,510300.SH,2.467
2016-03-01,510300.SH,2.514
2016-03-02,510300.SH,2.627
2016-03-03,510300.SH,2.621
2016-03-04,510300.SH,2.653
2016-03-07,510300.SH,2.673
2016-03-08,510300.SH,2.664
2016-03-09,510300.SH,2.624
2016-03-10,510300.SH,2.589
2016-03-11,510300.SH,2.584
2016-03-14,510300.SH,2.64
2016-03-15,510300.SH,2.631
2016-03-16,510300.SH,2.648
2016-03-17,510300.SH,2.691
2016-03-18,510300.SH,2.729
2016-03-21,510300.SH,2.79
2016-03-22,510300.SH,2.771
2016-03-23,510300.SH,2.776
2016-03-24,510300.SH,2.733
2016-03-25,510300.SH,2.744
2016-03-28,510300.SH,2.718
2016-03-29,510300.SH,2.696
2016-03-30,510300.SH,2.77
2016-03-31,510300.SH,2.765
2016-04-01,510300.SH,2.773
2016-04-05,510300.SH,2.8
2016-04-06,510300.SH,2.795
2016-04-07,510300.SH,2.76
2016-04-08,510300.SH,2.737
2016-04-11,510300.SH,2.767
2016-04-12,510300.SH,2.764
2016-04-13,510300.SH,2.799
2016-04-14,510300.SH,2.809
2016-04-15,510300.SH,2.812
2016-04-18,510300.SH,2.772
2016-04-19,510300.SH,2.776
2016-04-20,510300.SH,2.728
2016-04-21,510300.SH,2.715
2016-04-22,510300.SH,2.727
2016-04-25,510300.SH,2.718
2016-04-26,510300.SH,2.734
2016-04-27,510300.SH,2.721
2016-04-28,510300.SH,2.719
2016-04-29,510300.SH,2.716
2016-05-03,510300.SH,2.768
2016-05-04,510300.SH,2.758
2016-05-05,510300.SH,2.758
2016-05-06,510300.SH,2.695
2016-05-09,510300.SH,2.64
2016-05-10,510300.SH,2.637
2016-05-11,510300.SH,2.648
2016-05-12,510300.SH,2.657
2016-05-13,510300.SH,2.648
2016-05-16,510300.SH,2.658
2016-05-17,510300.SH,2.654
2016-05-18,510300.SH,2.636
2016-05-19,510300.SH,2.631
2016-05-20,510300.SH,2.648
2016-05-23,510300.SH,2.653
2016-05-24,510300.SH,2.636
2016-05-25,510300.SH,2.635
2016-05-26,510300.SH,2.635
2016-05-27,510300.SH,2.636
2016-05-30,510300.SH,2.638
2016-05-31,510300.SH,2.73
2016-06-01,510300.SH,2.719
2016-06-02,510300.SH,2.722
2016-06-03,510300.SH,2.753
2016-06-06,510300.SH,2.737
2016-06-07,510300.SH,2.737
2016-06-08,510300.SH,2.734
2016-06-13,510300.SH,2.644
2016-06-14,510300.SH,2.655
2016-06-15,510300.SH,2.691
2016-06-16,510300.SH,2.674
2016-06-17,510300.SH,2.685
2016-06-20,510300.SH,2.686
2016-06-21,510300.SH,2.68
2016-06-22,510300.SH,2.697
2016-06-23,510300.SH,2.688
2016-06-24,510300.SH,2.66
2016-06-27,510300.SH,2.693
2016-06-28,510300.SH,2.707
2016-06-29,510300.SH,2.719
2016-06-30,510300.SH,2.723
2016-07-01,510300.SH,2.721
2016-07-04,510300.SH,2.766
2016-07-05,510300.SH,2.773
2016-07-06,510300.SH,2.787
2016-07-07,510300.SH,2.791
2016-07-08,510300.SH,2.78
2016-07-11,510300.SH,2.787
2016-07-12,510300.SH,2.858
2016-07-13,510300.SH,2.864
2016-07-14,510300.SH,2.859
2016-07-15,510300.SH,2.863
2016-07-18,510300.SH,2.853
2016-07-19,510300.SH,2.838
2016-07-20,510300.SH,2.832
2016-07-21,510300.SH,2.847
2016-07-22,510300.SH,2.822
2016-07-25,510300.SH,2.822
2016-07-26,510300.SH,2.858
2016-07-27,510300.SH,2.805
2016-07-28,510300.SH,2.813
2016-07-29,510300.SH,2.803
2016-08-01,510300.SH,2.78
2016-08-02,510300.SH,2.787
2016-08-03,510300.SH,2.791
2016-08-04,510300.SH,2.799
2016-08-05,510300.SH,2.81
2016-08-08,510300.SH,2.834
2016-08-09,510300.SH,2.847
2016-08-10,510300.SH,2.838
2016-08-11,510300.SH,2.834
2016-08-12,510300.SH,2.884
2016-08-15,510300.SH,2.97
2016-08-16,510300.SH,2.961
2016-08-17,510300.SH,2.954
2016-08-18,510300.SH,2.95
2016-08-19,510300.SH,2.946
2016-08-22,510300.SH,2.926
2016-08-23,510300.SH,2.928
2016-08-24,510300.SH,2.915
2016-08-25,510300.SH,2.9
2016-08-26,510300.SH,2.896
2016-08-29,510300.SH,2.896
2016-08-30,510300.SH,2.908
2016-08-31,510300.SH,2.92
2016-09-01,510300.SH,2.889
2016-09-02,510300.SH,2.902
2016-09-05,510300.SH,2.908
2016-09-06,510300.SH,2.933
2016-09-07,510300.SH,2.934
2016-09-08,510300.SH,2.93
2016-09-09,510300.SH,2.915
2016-09-12,510300.SH,2.858
2016-09-13,510300.SH,2.858
2016-09-14,510300.SH,2.84
2016-09-19,510300.SH,2.859
2016-09-20,510300.SH,2.855
2016-09-21,510300.SH,2.866
2016-09-22,510300.SH,2.885
2016-09-23,510300.SH,2.878
2016-09-26,510300.SH,2.83
2016-09-27,510300.SH,2.845
2016-09-28,510300.SH,2.84
2016-09-29,510300.SH,2.853
2016-09-30,510300.SH,2.862
2016-10-10,510300.SH,2.895
2016-10-11,510300.SH,2.902
2016-10-12,510300.SH,2.895
2016-10-13,510300.SH,2.895
2016-10-14,510300.SH,2.903
2016-10-17,510300.SH,2.877
2016-10-18,510300.SH,2.913
2016-10-19,510300.SH,2.911
2016-10-20,510300.SH,2.907
2016-10-21,510300.SH,2.921
2016-10-24,510300.SH,2.957
2016-10-25,510300.SH,2.949
2016-10-26,510300.SH,2.94
2016-10-27,510300.SH,2.936
2016-10-28,510300.SH,2.932
2016-10-31,510300.SH,2.926
2016-11-01,510300.SH,2.944
2016-11-02,510300.SH,2.924
2016-11-03,510300.SH,2.946
2016-11-04,510300.SH,2.937
2016-11-07,510300.SH,2.94
2016-11-08,510300.SH,2.955
2016-11-09,510300.SH,2.944
2016-11-10,510300.SH,2.974
2016-11-11,510300.SH,3.0
2016-11-14,510300.SH,3.004
2016-11-15,510300.SH,3.001
2016-11-16,510300.SH,3.002
2016-11-17,510300.SH,3.008
2016-11-18,510300.SH,2.998
2016-11-21,510300.SH,3.012
2016-11-22,510300.SH,3.042
2016-11-23,510300.SH,3.047
2016-11-24,510300.SH,3.056
2016-11-25,510300.SH,3.089
2016-11-28,510300.SH,3.103
2016-11-29,510300.SH,3.127
2016-11-30,510300.SH,3.099
2016-12-01,510300.SH,3.128
2016-12-02,510300.SH,3.094
2016-12-05,510300.SH,3.032
2016-12-06,510300.SH,3.027
2016-12-07,510300.SH,3.04
2016-12-08,510300.SH,3.047
2016-12-09,510300.SH,3.064
2016-12-12,510300.SH,2.984
2016-12-13,510300.SH,2.979
2016-12-14,510300.SH,2.959
2016-12-15,510300.SH,2.925
2016-12-16,510300.SH,2.925
2016-12-19,510300.SH,2.916
2016-12-20,510300.SH,2.895
2016-12-21,510300.SH,2.927
2016-12-22,510300.SH,2.921
2016-12-23,510300.SH,2.898
2016-12-26,510300.SH,2.909
2016-12-27,510300.SH,2.904
2016-12-28,510300.SH,2.889
2016-12-29,510300.SH,2.89
2016-12-30,510300.SH,2.893
2017-01-03,510300.SH,2.926
2017-01-04,510300.SH,2.952
2017-01-05,510300.SH,2.946
2017-01-06,510300.SH,2.936
2017-01-09,510300.SH,2.946
2017-01-10,510300.SH,2.939
2017-01-11,510300.SH,2.917
2017-01-12,510300.SH,2.903
2017-01-13,510300.SH,2.908
2017-01-16,510300.SH,2.904
2017-01-17,510300.SH,2.909
2017-01-18,510300.SH,2.928
2017-01-19,510300.SH,2.917
2017-01-20,510300.SH,2.942
2017-01-23,510300.SH,2.945
2017-01-24,510300.SH,2.946
2017-01-25,510300.SH,2.955
2017-01-26,510300.SH,2.967
2017-02-03,510300.SH,2.95
2017-02-06,510300.SH,2.949
2017-02-07,510300.SH,2.944
2017-02-08,510300.SH,2.964
2017-02-09,510300.SH,2.974
2017-02-10,510300.SH,2.99
2017-02-13,510300.SH,3.006
2017-02-14,510300.SH,3.009
2017-02-15,510300.SH,2.999
2017-02-16,510300.SH,3.012
2017-02-17,510300.SH,2.995
2017-02-20,510300.SH,3.044
2017-02-21,510300.SH,3.044
2017-02-22,510300.SH,3.053
2017-02-23,510300.SH,3.04
2017-02-24,510300.SH,3.037
2017-02-27,510300.SH,3.014
2017-02-28,510300.SH,3.018
2017-03-01,510300.SH,3.022
2017-03-02,510300.SH,3.011
2017-03-03,510300.SH,3.0
2017-03-06,510300.SH,3.015
2017-03-07,510300.SH,3.019
2017-03-08,510300.SH,3.023
2017-03-09,510300.SH,2.995
2017-03-10,510300.SH,2.998
2017-03-13,510300.SH,3.03
2017-03-14,510300.SH,3.023
2017-03-15,510300.SH,3.029
2017-03-16,510300.SH,3.047
2017-03-17,510300.SH,3.013
2017-03-20,510300.SH,3.015
2017-03-21,510300.SH,3.036
2017-03-22,510300.SH,3.02
2017-03-23,510300.SH,3.029
2017-03-24,510300.SH,3.058
2017-03-27,510300.SH,3.044
2017-03-28,510300.SH,3.039
2017-03-29,510300.SH,3.033
2017-03-30,510300.SH,3.004
2017-03-31,510300.SH,3.026
2017-04-05,510300.SH,3.076
2017-04-06,510300.SH,3.073
2017-04-07,510300.SH,3.079
2017-04-10,510300.SH,3.071
2017-04-11,510300.SH,3.079
2017-04-12,510300.SH,3.067
2017-04-13,510300.SH,3.079
2017-04-14,510300.SH,3.053
2017-04-17,510300.SH,3.043
2017-04-18,510300.SH,3.036
2017-04-19,510300.SH,3.012
2017-04-20,510300.SH,3.029
2017-04-21,510300.SH,3.031
2017-04-24,510300.SH,2.999
2017-04-25,510300.SH,3.009
2017-04-26,510300.SH,3.016
2017-04-27,510300.SH,3.017
2017-04-28,510300.SH,3.006
2017-05-02,510300.SH,3.002
2017-05-03,510300.SH,2.987
2017-05-04,510300.SH,2.975
2017-05-05,510300.SH,2.956
2017-05-08,510300.SH,2.931
2017-05-09,510300.SH,2.933
2017-05-10,510300.SH,2.923
2017-05-11,510300.SH,2.938
2017-05-12,510300.SH,2.961
2017-05-15,510300.SH,2.974
2017-05-16,510300.SH,3.009
