交易日期,ETF代码,收盘价
2014-06-25,513100.SH,0.251
2014-06-26,513100.SH,0.253
2014-06-27,513100.SH,0.253
2014-06-30,513100.SH,0.254
2014-07-01,513100.SH,0.254
2014-07-02,513100.SH,0.257
2014-07-03,513100.SH,0.257
2014-07-04,513100.SH,0.261
2014-07-07,513100.SH,0.261
2014-07-08,513100.SH,0.261
2014-07-09,513100.SH,0.257
2014-07-10,513100.SH,0.258
2014-07-11,513100.SH,0.256
2014-07-14,513100.SH,0.258
2014-07-15,513100.SH,0.26
2014-07-16,513100.SH,0.259
2014-07-17,513100.SH,0.26
2014-07-18,513100.SH,0.258
2014-07-21,513100.SH,0.26
2014-07-22,513100.SH,0.26
2014-07-23,513100.SH,0.261
2014-07-24,513100.SH,0.263
2014-07-25,513100.SH,0.262
2014-07-28,513100.SH,0.261
2014-07-29,513100.SH,0.261
2014-07-30,513100.SH,0.26
2014-07-31,513100.SH,0.261
2014-08-01,513100.SH,0.257
2014-08-04,513100.SH,0.257
2014-08-05,513100.SH,0.257
2014-08-06,513100.SH,0.256
2014-08-07,513100.SH,0.256
2014-08-08,513100.SH,0.254
2014-08-11,513100.SH,0.257
2014-08-12,513100.SH,0.258
2014-08-13,513100.SH,0.257
2014-08-14,513100.SH,0.26
2014-08-15,513100.SH,0.262
2014-08-18,513100.SH,0.262
2014-08-19,513100.SH,0.265
2014-08-20,513100.SH,0.266
2014-08-21,513100.SH,0.266
2014-08-22,513100.SH,0.266
2014-08-25,513100.SH,0.267
2014-08-26,513100.SH,0.269
2014-08-27,513100.SH,0.27
2014-08-28,513100.SH,0.269
2014-08-29,513100.SH,0.267
2014-09-01,513100.SH,0.269
2014-09-02,513100.SH,0.271
2014-09-03,513100.SH,0.272
2014-09-04,513100.SH,0.268
2014-09-05,513100.SH,0.268
2014-09-09,513100.SH,0.269
2014-09-10,513100.SH,0.268
2014-09-11,513100.SH,0.268
2014-09-12,513100.SH,0.268
2014-09-15,513100.SH,0.267
2014-09-16,513100.SH,0.264
2014-09-17,513100.SH,0.267
2014-09-18,513100.SH,0.267
2014-09-19,513100.SH,0.271
2014-09-22,513100.SH,0.269
2014-09-23,513100.SH,0.267
2014-09-24,513100.SH,0.265
2014-09-25,513100.SH,0.268
2014-09-26,513100.SH,0.262
2014-09-29,513100.SH,0.265
2014-09-30,513100.SH,0.265
2014-10-08,513100.SH,0.259
2014-10-09,513100.SH,0.263
2014-10-10,513100.SH,0.259
2014-10-13,513100.SH,0.255
2014-10-14,513100.SH,0.253
2014-10-15,513100.SH,0.253
2014-10-16,513100.SH,0.253
2014-10-17,513100.SH,0.251
2014-10-20,513100.SH,0.253
2014-10-21,513100.SH,0.255
2014-10-22,513100.SH,0.261
2014-10-23,513100.SH,0.26
2014-10-24,513100.SH,0.262
2014-10-27,513100.SH,0.265
2014-10-28,513100.SH,0.264
2014-10-29,513100.SH,0.267
2014-10-30,513100.SH,0.267
2014-10-31,513100.SH,0.269
2014-11-03,513100.SH,0.271
2014-11-04,513100.SH,0.272
2014-11-05,513100.SH,0.271
2014-11-06,513100.SH,0.271
2014-11-07,513100.SH,0.272
2014-11-10,513100.SH,0.272
2014-11-11,513100.SH,0.272
2014-11-12,513100.SH,0.272
2014-11-13,513100.SH,0.273
2014-11-14,513100.SH,0.273
2014-11-17,513100.SH,0.273
2014-11-18,513100.SH,0.273
2014-11-19,513100.SH,0.277
2014-11-20,513100.SH,0.274
2014-11-21,513100.SH,0.275
2014-11-24,513100.SH,0.274
2014-11-25,513100.SH,0.276
2014-11-26,513100.SH,0.278
2014-11-27,513100.SH,0.28
2014-11-28,513100.SH,0.28
2014-12-01,513100.SH,0.279
2014-12-02,513100.SH,0.276
2014-12-03,513100.SH,0.279
2014-12-04,513100.SH,0.279
2014-12-05,513100.SH,0.278
2014-12-08,513100.SH,0.278
2014-12-09,513100.SH,0.274
2014-12-10,513100.SH,0.279
2014-12-11,513100.SH,0.273
2014-12-12,513100.SH,0.273
2014-12-15,513100.SH,0.27
2014-12-16,513100.SH,0.27
2014-12-17,513100.SH,0.266
2014-12-18,513100.SH,0.272
2014-12-19,513100.SH,0.28
2014-12-22,513100.SH,0.279
2014-12-23,513100.SH,0.28
2014-12-24,513100.SH,0.279
2014-12-25,513100.SH,0.279
2014-12-26,513100.SH,0.279
2014-12-29,513100.SH,0.281
2014-12-30,513100.SH,0.28
2014-12-31,513100.SH,0.278
2015-01-05,513100.SH,0.273
2015-01-06,513100.SH,0.27
2015-01-07,513100.SH,0.27
2015-01-08,513100.SH,0.274
2015-01-09,513100.SH,0.278
2015-01-12,513100.SH,0.275
2015-01-13,513100.SH,0.272
2015-01-14,513100.SH,0.27
2015-01-15,513100.SH,0.27
2015-01-16,513100.SH,0.27
2015-01-19,513100.SH,0.268
2015-01-20,513100.SH,0.27
2015-01-21,513100.SH,0.272
2015-01-22,513100.SH,0.274
2015-01-23,513100.SH,0.279
2015-01-26,513100.SH,0.278
2015-01-27,513100.SH,0.279
2015-01-28,513100.SH,0.274
2015-01-29,513100.SH,0.271
2015-01-30,513100.SH,0.274
2015-02-02,513100.SH,0.271
2015-02-03,513100.SH,0.273
2015-02-04,513100.SH,0.276
2015-02-05,513100.SH,0.275
2015-02-06,513100.SH,0.277
2015-02-09,513100.SH,0.274
2015-02-10,513100.SH,0.273
2015-02-11,513100.SH,0.277
2015-02-12,513100.SH,0.278
2015-02-13,513100.SH,0.284
2015-02-16,513100.SH,0.287
2015-02-17,513100.SH,0.287
2015-02-25,513100.SH,0.29
2015-02-26,513100.SH,0.289
2015-02-27,513100.SH,0.29
2015-03-02,513100.SH,0.29
2015-03-03,513100.SH,0.295
2015-03-04,513100.SH,0.293
2015-03-05,513100.SH,0.291
2015-03-06,513100.SH,0.292
2015-03-09,513100.SH,0.29
2015-03-10,513100.SH,0.29
2015-03-11,513100.SH,0.285
2015-03-12,513100.SH,0.285
2015-03-13,513100.SH,0.286
2015-03-16,513100.SH,0.285
2015-03-17,513100.SH,0.288
2015-03-18,513100.SH,0.288
2015-03-19,513100.SH,0.291
2015-03-20,513100.SH,0.291
2015-03-23,513100.SH,0.292
2015-03-24,513100.SH,0.291
2015-03-25,513100.SH,0.292
2015-03-26,513100.SH,0.288
2015-03-27,513100.SH,0.288
2015-03-30,513100.SH,0.286
2015-03-31,513100.SH,0.287
2015-04-01,513100.SH,0.283
2015-04-02,513100.SH,0.282
2015-04-03,513100.SH,0.283
2015-04-07,513100.SH,0.284
2015-04-08,513100.SH,0.283
2015-04-09,513100.SH,0.284
2015-04-10,513100.SH,0.286
2015-04-13,513100.SH,0.286
2015-04-14,513100.SH,0.285
2015-04-15,513100.SH,0.286
2015-04-16,513100.SH,0.288
2015-04-17,513100.SH,0.287
2015-04-20,513100.SH,0.283
2015-04-21,513100.SH,0.286
2015-04-22,513100.SH,0.287
2015-04-23,513100.SH,0.288
2015-04-24,513100.SH,0.292
2015-04-27,513100.SH,0.295
2015-04-28,513100.SH,0.293
2015-04-29,513100.SH,0.293
2015-04-30,513100.SH,0.291
2015-05-04,513100.SH,0.291
2015-05-05,513100.SH,0.291
2015-05-06,513100.SH,0.287
2015-05-07,513100.SH,0.287
2015-05-08,513100.SH,0.29
2015-05-11,513100.SH,0.291
2015-05-12,513100.SH,0.29
2015-05-13,513100.SH,0.29
2015-05-14,513100.SH,0.291
2015-05-15,513100.SH,0.293
2015-05-18,513100.SH,0.292
2015-05-19,513100.SH,0.292
2015-05-20,513100.SH,0.29
2015-05-21,513100.SH,0.292
2015-05-22,513100.SH,0.293
2015-05-25,513100.SH,0.293
2015-05-26,513100.SH,0.293
2015-05-27,513100.SH,0.291
2015-05-28,513100.SH,0.296
2015-05-29,513100.SH,0.295
2015-06-01,513100.SH,0.293
2015-06-02,513100.SH,0.293
2015-06-03,513100.SH,0.292
2015-06-04,513100.SH,0.293
2015-06-05,513100.SH,0.293
2015-06-08,513100.SH,0.291
2015-06-09,513100.SH,0.29
2015-06-10,513100.SH,0.29
2015-06-11,513100.SH,0.292
2015-06-12,513100.SH,0.292
2015-06-15,513100.SH,0.291
2015-06-16,513100.SH,0.29
2015-06-17,513100.SH,0.289
2015-06-18,513100.SH,0.288
2015-06-19,513100.SH,0.292
2015-06-23,513100.SH,0.297
2015-06-24,513100.SH,0.296
2015-06-25,513100.SH,0.294
2015-06-26,513100.SH,0.294
2015-06-29,513100.SH,0.291
2015-06-30,513100.SH,0.288
2015-07-01,513100.SH,0.288
2015-07-02,513100.SH,0.289
2015-07-03,513100.SH,0.288
2015-07-06,513100.SH,0.283
2015-07-07,513100.SH,0.284
2015-07-08,513100.SH,0.276
2015-07-09,513100.SH,0.276
2015-07-10,513100.SH,0.277
2015-07-13,513100.SH,0.28
2015-07-14,513100.SH,0.288
2015-07-15,513100.SH,0.292
2015-07-16,513100.SH,0.288
2015-07-17,513100.SH,0.295
2015-07-20,513100.SH,0.301
2015-07-21,513100.SH,0.305
2015-07-22,513100.SH,0.301
2015-07-23,513100.SH,0.302
2015-07-24,513100.SH,0.299
2015-07-27,513100.SH,0.295
2015-07-28,513100.SH,0.294
2015-07-29,513100.SH,0.3
2015-07-30,513100.SH,0.304
2015-07-31,513100.SH,0.305
2015-08-03,513100.SH,0.305
2015-08-04,513100.SH,0.302
2015-08-05,513100.SH,0.3
2015-08-06,513100.SH,0.304
2015-08-07,513100.SH,0.299
2015-08-10,513100.SH,0.298
2015-08-11,513100.SH,0.313
2015-08-12,513100.SH,0.306
2015-08-13,513100.SH,0.309
2015-08-14,513100.SH,0.31
2015-08-17,513100.SH,0.311
2015-08-18,513100.SH,0.315
2015-08-19,513100.SH,0.311
2015-08-20,513100.SH,0.307
2015-08-21,513100.SH,0.297
2015-08-24,513100.SH,0.275
2015-08-25,513100.SH,0.275
2015-08-26,513100.SH,0.277
2015-08-27,513100.SH,0.289
2015-08-28,513100.SH,0.296
2015-08-31,513100.SH,0.293
2015-09-01,513100.SH,0.285
2015-09-02,513100.SH,0.285
2015-09-07,513100.SH,0.284
2015-09-08,513100.SH,0.292
2015-09-09,513100.SH,0.294
2015-09-10,513100.SH,0.288
2015-09-11,513100.SH,0.293
2015-09-14,513100.SH,0.293
2015-09-15,513100.SH,0.288
2015-09-16,513100.SH,0.295
2015-09-17,513100.SH,0.295
2015-09-18,513100.SH,0.296
2015-09-21,513100.SH,0.292
2015-09-22,513100.SH,0.293
2015-09-23,513100.SH,0.289
2015-09-24,513100.SH,0.289
2015-09-25,513100.SH,0.29
2015-09-28,513100.SH,0.287
2015-09-29,513100.SH,0.278
2015-09-30,513100.SH,0.279
2015-10-08,513100.SH,0.288
2015-10-09,513100.SH,0.29
2015-10-12,513100.SH,0.292
2015-10-13,513100.SH,0.292
2015-10-14,513100.SH,0.29
2015-10-15,513100.SH,0.292
2015-10-16,513100.SH,0.297
2015-10-19,513100.SH,0.297
2015-10-20,513100.SH,0.299
2015-10-21,513100.SH,0.297
2015-10-22,513100.SH,0.297
2015-10-23,513100.SH,0.306
2015-10-26,513100.SH,0.31
2015-10-27,513100.SH,0.308
2015-10-28,513100.SH,0.31
2015-10-29,513100.SH,0.312
2015-10-30,513100.SH,0.314
2015-11-02,513100.SH,0.31
2015-11-03,513100.SH,0.315
2015-11-04,513100.SH,0.316
2015-11-05,513100.SH,0.316
2015-11-06,513100.SH,0.315
2015-11-09,513100.SH,0.316
2015-11-10,513100.SH,0.312
2015-11-11,513100.SH,0.311
2015-11-12,513100.SH,0.312
2015-11-13,513100.SH,0.308
2015-11-16,513100.SH,0.303
2015-11-17,513100.SH,0.31
2015-11-18,513100.SH,0.309
2015-11-19,513100.SH,0.316
2015-11-20,513100.SH,0.316
2015-11-23,513100.SH,0.317
2015-11-24,513100.SH,0.317
2015-11-25,513100.SH,0.316
2015-11-26,513100.SH,0.316
2015-11-27,513100.SH,0.317
2015-11-30,513100.SH,0.316
2015-12-01,513100.SH,0.316
2015-12-02,513100.SH,0.321
2015-12-03,513100.SH,0.318
2015-12-04,513100.SH,0.314
2015-12-07,513100.SH,0.321
2015-12-08,513100.SH,0.319
2015-12-09,513100.SH,0.32
2015-12-10,513100.SH,0.316
2015-12-11,513100.SH,0.317
2015-12-14,513100.SH,0.312
2015-12-15,513100.SH,0.314
2015-12-16,513100.SH,0.317
2015-12-17,513100.SH,0.322
2015-12-18,513100.SH,0.317
2015-12-21,513100.SH,0.315
2015-12-22,513100.SH,0.315
2015-12-23,513100.SH,0.315
2015-12-24,513100.SH,0.317
2015-12-25,513100.SH,0.316
2015-12-28,513100.SH,0.315
2015-12-29,513100.SH,0.316
2015-12-30,513100.SH,0.321
2015-12-31,513100.SH,0.323
2016-01-04,513100.SH,0.318
2016-01-05,513100.SH,0.314
2016-01-06,513100.SH,0.315
2016-01-07,513100.SH,0.312
2016-01-08,513100.SH,0.307
2016-01-11,513100.SH,0.304
2016-01-12,513100.SH,0.302
2016-01-13,513100.SH,0.305
2016-01-14,513100.SH,0.299
2016-01-15,513100.SH,0.296
2016-01-18,513100.SH,0.293
2016-01-19,513100.SH,0.297
2016-01-20,513100.SH,0.29
2016-01-21,513100.SH,0.286
2016-01-22,513100.SH,0.291
2016-01-25,513100.SH,0.297
2016-01-26,513100.SH,0.286
2016-01-27,513100.SH,0.29
2016-01-28,513100.SH,0.287
2016-01-29,513100.SH,0.291
2016-02-01,513100.SH,0.297
2016-02-02,513100.SH,0.297
2016-02-03,513100.SH,0.291
2016-02-04,513100.SH,0.293
2016-02-05,513100.SH,0.296
2016-02-15,513100.SH,0.292
2016-02-16,513100.SH,0.293
2016-02-17,513100.SH,0.29
2016-02-18,513100.SH,0.291
2016-02-19,513100.SH,0.289
2016-02-22,513100.SH,0.29
2016-02-23,513100.SH,0.291
2016-02-24,513100.SH,0.288
2016-02-25,513100.SH,0.29
2016-02-26,513100.SH,0.294
2016-02-29,513100.SH,0.292
2016-03-01,513100.SH,0.292
2016-03-02,513100.SH,0.303
2016-03-03,513100.SH,0.303
2016-03-04,513100.SH,0.301
2016-03-07,513100.SH,0.301
2016-03-08,513100.SH,0.297
2016-03-09,513100.SH,0.294
2016-03-10,513100.SH,0.296
2016-03-11,513100.SH,0.296
2016-03-14,513100.SH,0.301
2016-03-15,513100.SH,0.301
2016-03-16,513100.SH,0.3
2016-03-17,513100.SH,0.303
2016-03-18,513100.SH,0.303
2016-03-21,513100.SH,0.302
2016-03-22,513100.SH,0.302
2016-03-23,513100.SH,0.304
2016-03-24,513100.SH,0.302
2016-03-25,513100.SH,0.303
2016-03-28,513100.SH,0.304
2016-03-29,513100.SH,0.303
2016-03-30,513100.SH,0.306
2016-03-31,513100.SH,0.307
2016-04-01,513100.SH,0.305
2016-04-05,513100.SH,0.307
2016-04-06,513100.SH,0.307
2016-04-07,513100.SH,0.31
2016-04-08,513100.SH,0.307
2016-04-11,513100.SH,0.306
2016-04-12,513100.SH,0.304
2016-04-13,513100.SH,0.306
2016-04-14,513100.SH,0.31
2016-04-15,513100.SH,0.311
2016-04-18,513100.SH,0.31
2016-04-19,513100.SH,0.311
2016-04-20,513100.SH,0.309
2016-04-21,513100.SH,0.31
2016-04-22,513100.SH,0.309
2016-04-25,513100.SH,0.307
2016-04-26,513100.SH,0.306
2016-04-27,513100.SH,0.304
2016-04-28,513100.SH,0.304
2016-04-29,513100.SH,0.301
2016-05-03,513100.SH,0.301
2016-05-04,513100.SH,0.299
2016-05-05,513100.SH,0.298
2016-05-06,513100.SH,0.299
2016-05-09,513100.SH,0.3
2016-05-10,513100.SH,0.3
2016-05-11,513100.SH,0.305
2016-05-12,513100.SH,0.302
2016-05-13,513100.SH,0.299
2016-05-16,513100.SH,0.3
2016-05-17,513100.SH,0.303
2016-05-18,513100.SH,0.299
2016-05-19,513100.SH,0.3
2016-05-20,513100.SH,0.3
2016-05-23,513100.SH,0.302
2016-05-24,513100.SH,0.302
2016-05-25,513100.SH,0.308
2016-05-26,513100.SH,0.309
2016-05-27,513100.SH,0.31
2016-05-30,513100.SH,0.313
2016-05-31,513100.SH,0.315
2016-06-01,513100.SH,0.315
2016-06-02,513100.SH,0.314
2016-06-03,513100.SH,0.314
2016-06-06,513100.SH,0.312
2016-06-07,513100.SH,0.313
2016-06-08,513100.SH,0.312
2016-06-13,513100.SH,0.308
2016-06-14,513100.SH,0.308
2016-06-15,513100.SH,0.31
2016-06-16,513100.SH,0.309
2016-06-17,513100.SH,0.31
2016-06-20,513100.SH,0.311
2016-06-21,513100.SH,0.309
2016-06-22,513100.SH,0.308
2016-06-23,513100.SH,0.309
2016-06-24,513100.SH,0.306
2016-06-27,513100.SH,0.305
2016-06-28,513100.SH,0.304
2016-06-29,513100.SH,0.305
2016-06-30,513100.SH,0.307
2016-07-01,513100.SH,0.31
2016-07-04,513100.SH,0.311
2016-07-05,513100.SH,0.311
2016-07-06,513100.SH,0.31
2016-07-07,513100.SH,0.313
2016-07-08,513100.SH,0.313
2016-07-11,513100.SH,0.319
2016-07-12,513100.SH,0.32
2016-07-13,513100.SH,0.322
2016-07-14,513100.SH,0.321
2016-07-15,513100.SH,0.324
2016-07-18,513100.SH,0.324
2016-07-19,513100.SH,0.326
2016-07-20,513100.SH,0.326
2016-07-21,513100.SH,0.329
2016-07-22,513100.SH,0.327
2016-07-25,513100.SH,0.328
2016-07-26,513100.SH,0.329
2016-07-27,513100.SH,0.33
2016-07-28,513100.SH,0.331
2016-07-29,513100.SH,0.333
2016-08-01,513100.SH,0.334
2016-08-02,513100.SH,0.335
2016-08-03,513100.SH,0.331
2016-08-04,513100.SH,0.331
2016-08-05,513100.SH,0.333
2016-08-08,513100.SH,0.337
2016-08-09,513100.SH,0.339
2016-08-10,513100.SH,0.34
2016-08-11,513100.SH,0.338
2016-08-12,513100.SH,0.34
2016-08-15,513100.SH,0.339
2016-08-16,513100.SH,0.34
2016-08-17,513100.SH,0.337
2016-08-18,513100.SH,0.338
2016-08-19,513100.SH,0.338
2016-08-22,513100.SH,0.338
2016-08-23,513100.SH,0.34
2016-08-24,513100.SH,0.341
2016-08-25,513100.SH,0.339
2016-08-26,513100.SH,0.34
2016-08-29,513100.SH,0.339
2016-08-30,513100.SH,0.34
2016-08-31,513100.SH,0.338
2016-09-01,513100.SH,0.339
2016-09-02,513100.SH,0.339
2016-09-05,513100.SH,0.341
2016-09-06,513100.SH,0.342
2016-09-07,513100.SH,0.344
2016-09-08,513100.SH,0.343
2016-09-09,513100.SH,0.343
2016-09-12,513100.SH,0.332
2016-09-13,513100.SH,0.337
2016-09-14,513100.SH,0.334
2016-09-19,513100.SH,0.342
2016-09-20,513100.SH,0.34
2016-09-21,513100.SH,0.34
2016-09-22,513100.SH,0.345
2016-09-23,513100.SH,0.354
2016-09-26,513100.SH,0.349
2016-09-27,513100.SH,0.344
2016-09-28,513100.SH,0.345
2016-09-29,513100.SH,0.345
2016-09-30,513100.SH,0.341
2016-10-10,513100.SH,0.344
2016-10-11,513100.SH,0.348
2016-10-12,513100.SH,0.348
2016-10-13,513100.SH,0.347
2016-10-14,513100.SH,0.347
2016-10-17,513100.SH,0.343
2016-10-18,513100.SH,0.343
2016-10-19,513100.SH,0.345
2016-10-20,513100.SH,0.346
2016-10-21,513100.SH,0.345
2016-10-24,513100.SH,0.348
2016-10-25,513100.SH,0.352
2016-10-26,513100.SH,0.35
2016-10-27,513100.SH,0.347
2016-10-28,513100.SH,0.347
2016-10-31,513100.SH,0.347
2016-11-01,513100.SH,0.347
2016-11-02,513100.SH,0.344
2016-11-03,513100.SH,0.34
2016-11-04,513100.SH,0.341
2016-11-07,513100.SH,0.345
2016-11-08,513100.SH,0.344
2016-11-09,513100.SH,0.335
2016-11-10,513100.SH,0.346
2016-11-11,513100.SH,0.342
2016-11-14,513100.SH,0.344
2016-11-15,513100.SH,0.34
2016-11-16,513100.SH,0.346
2016-11-17,513100.SH,0.348
2016-11-18,513100.SH,0.352
2016-11-21,513100.SH,0.35
2016-11-22,513100.SH,0.355
2016-11-23,513100.SH,0.356
2016-11-24,513100.SH,0.356
2016-11-25,513100.SH,0.36
2016-11-28,513100.SH,0.363
2016-11-29,513100.SH,0.359
2016-11-30,513100.SH,0.358
2016-12-01,513100.SH,0.353
2016-12-02,513100.SH,0.351
2016-12-05,513100.SH,0.35
2016-12-06,513100.SH,0.354
2016-12-07,513100.SH,0.353
2016-12-08,513100.SH,0.36
2016-12-09,513100.SH,0.357
2016-12-12,513100.SH,0.359
2016-12-13,513100.SH,0.359
2016-12-14,513100.SH,0.361
2016-12-15,513100.SH,0.362
2016-12-16,513100.SH,0.363
2016-12-19,513100.SH,0.362
2016-12-20,513100.SH,0.363
2016-12-21,513100.SH,0.369
2016-12-22,513100.SH,0.367
2016-12-23,513100.SH,0.367
2016-12-26,513100.SH,0.373
2016-12-27,513100.SH,0.367
2016-12-28,513100.SH,0.368
2016-12-29,513100.SH,0.365
2016-12-30,513100.SH,0.363
2017-01-03,513100.SH,0.36
2017-01-04,513100.SH,0.362
2017-01-05,513100.SH,0.362
2017-01-06,513100.SH,0.362
2017-01-09,513100.SH,0.364
2017-01-10,513100.SH,0.366
2017-01-11,513100.SH,0.368
2017-01-12,513100.SH,0.368
2017-01-13,513100.SH,0.367
2017-01-16,513100.SH,0.369
2017-01-17,513100.SH,0.367
2017-01-18,513100.SH,0.366
2017-01-19,513100.SH,0.366
2017-01-20,513100.SH,0.366
2017-01-23,513100.SH,0.366
2017-01-24,513100.SH,0.367
2017-01-25,513100.SH,0.37
2017-01-26,513100.SH,0.376
2017-02-03,513100.SH,0.373
2017-02-06,513100.SH,0.375
2017-02-07,513100.SH,0.375
2017-02-08,513100.SH,0.378
2017-02-09,513100.SH,0.379
2017-02-10,513100.SH,0.382
2017-02-13,513100.SH,0.383
2017-02-14,513100.SH,0.383
2017-02-15,513100.SH,0.386
2017-02-16,513100.SH,0.387
2017-02-17,513100.SH,0.386
2017-02-20,513100.SH,0.387
2017-02-21,513100.SH,0.388
2017-02-22,513100.SH,0.393
2017-02-23,513100.SH,0.392
2017-02-24,513100.SH,0.391
2017-02-27,513100.SH,0.389
2017-02-28,513100.SH,0.391
2017-03-01,513100.SH,0.389
2017-03-02,513100.SH,0.398
2017-03-03,513100.SH,0.395
2017-03-06,513100.SH,0.404
2017-03-07,513100.SH,0.398
2017-03-08,513100.SH,0.395
2017-03-09,513100.SH,0.396
2017-03-10,513100.SH,0.399
2017-03-13,513100.SH,0.402
2017-03-14,513100.SH,0.405
2017-03-15,513100.SH,0.404
2017-03-16,513100.SH,0.408
2017-03-17,513100.SH,0.407
2017-03-20,513100.SH,0.405
2017-03-21,513100.SH,0.408
2017-03-22,513100.SH,0.395
2017-03-23,513100.SH,0.396
2017-03-24,513100.SH,0.391
2017-03-27,513100.SH,0.387
2017-03-28,513100.SH,0.392
2017-03-29,513100.SH,0.398
2017-03-30,513100.SH,0.398
2017-03-31,513100.SH,0.401
2017-04-05,513100.SH,0.398
2017-04-06,513100.SH,0.394
2017-04-07,513100.SH,0.392
2017-04-10,513100.SH,0.394
2017-04-11,513100.SH,0.394
2017-04-12,513100.SH,0.393
2017-04-13,513100.SH,0.391
2017-04-14,513100.SH,0.387
2017-04-17,513100.SH,0.387
2017-04-18,513100.SH,0.393
2017-04-19,513100.SH,0.39
2017-04-20,513100.SH,0.39
2017-04-21,513100.SH,0.393
2017-04-24,513100.SH,0.397
2017-04-25,513100.SH,0.4
2017-04-26,513100.SH,0.404
2017-04-27,513100.SH,0.401
2017-04-28,513100.SH,0.404
2017-05-02,513100.SH,0.408
2017-05-03,513100.SH,0.408
2017-05-04,513100.SH,0.406
2017-05-05,513100.SH,0.405
2017-05-08,513100.SH,0.412
2017-05-09,513100.SH,0.414
2017-05-10,513100.SH,0.414
2017-05-11,513100.SH,0.414
2017-05-12,513100.SH,0.41
2017-05-15,513100.SH,0.412
2017-05-16,513100.SH,0.414
